,location,time,life_expectancy,fertility_rate,pop_mlns
1784,SVN,2005,77.4,1.3,2.001114
1785,SVN,2006,78.3,1.3,2.008516
1786,SVN,2007,78.3,1.4,2.019406
1787,SVN,2008,79.1,1.5,2.0226290000000002
1788,SVN,2009,79.3,1.5,2.042335
1789,SVN,2010,79.8,1.6,2.049261
1790,SVN,2011,80.1,1.6,2.052496
1791,SVN,2012,80.2,1.6,2.056262
1792,SVN,2013,80.4,1.6,2.059114
1793,SVN,2014,81.2,1.6,2.061623
1794,CHN,1960,43.4,5.7,650.7126
1795,CHN,1961,43.7,5.9,660.735
1796,CHN,1962,44.4,6.1,671.1549
1797,CHN,1963,45.6,6.2,682.6161
1798,CHN,1964,47.2,6.3,695.9187
1799,CHN,1965,49.2,6.4,711.5829
1800,CHN,1966,51.3,6.4,729.2626
1801,CHN,1967,53.5,6.3,749.1154
1802,CHN,1968,55.5,6.1,770.5073
1803,CHN,1969,57.2,5.9,792.5192
1804,CHN,1970,58.7,5.6,814.4229
1805,CHN,1971,59.9,5.3,835.6502
1806,CHN,1972,61.0,5.0,856.5981
1807,CHN,1973,61.9,4.6,876.8586
1808,CHN,1974,62.8,4.2,895.9727
1809,CHN,1975,63.6,3.8,913.6462
1810,CHN,1976,64.3,3.5,929.4601
1811,CHN,1977,65.0,3.2,943.7886
1812,CHN,1978,65.6,2.9,957.1787
1813,CHN,1979,66.1,2.8,970.4154
1814,CHN,1980,66.6,2.6,984.1217
1815,CHN,1981,67.0,2.6,998.0024
1816,CHN,1982,67.3,2.6,1012.373
1817,CHN,1983,67.7,2.6,1027.641
1818,CHN,1984,67.9,2.6,1044.253
1819,CHN,1985,68.2,2.7,1062.4460000000001
1820,CHN,1986,68.4,2.7,1082.005
1821,CHN,1987,68.6,2.7,1103.076
1822,CHN,1988,68.8,2.6,1124.7930000000001
1823,CHN,1989,68.9,2.5,1145.942
1824,CHN,1990,69.1,2.4,1165.4289999999999
1825,CHN,1991,69.2,2.2,1183.008
1826,CHN,1992,69.4,2.0,1198.875
1827,CHN,1993,69.6,1.9,1213.104
1828,CHN,1994,69.7,1.7,1225.922
1829,CHN,1995,70.0,1.6,1237.531
1830,CHN,1996,70.2,1.6,1247.897
1831,CHN,1997,70.6,1.5,1257.022
1832,CHN,1998,70.9,1.5,1265.223
1833,CHN,1999,71.3,1.5,1272.915
1834,CHN,2000,71.8,1.5,1280.4289999999999
1835,CHN,2001,72.2,1.5,1287.891
1836,CHN,2002,72.7,1.5,1295.322
1837,CHN,2003,73.1,1.5,1302.81
1838,CHN,2004,73.5,1.6,1310.414
1839,CHN,2005,73.8,1.6,1318.1770000000001
1840,CHN,2006,74.1,1.6,1326.146
1841,CHN,2007,74.4,1.6,1334.344
1842,CHN,2008,74.6,1.6,1342.733
1843,CHN,2009,74.8,1.6,1351.2479999999998
1844,CHN,2010,75.0,1.6,1359.8220000000001
1845,CHN,2011,75.2,1.6,1368.44
1846,CHN,2012,75.4,1.6,1377.065
1847,CHN,2013,75.6,1.6,1385.567
1848,IND,1960,41.2,5.9,449.5214
1849,IND,1961,41.8,5.9,458.496
1850,IND,1962,42.4,5.9,467.8056
1851,IND,1963,43.0,5.9,477.457
1852,IND,1964,43.7,5.9,487.4641
1853,IND,1965,44.3,5.8,497.8542
1854,IND,1966,45.0,5.8,508.4673
1855,IND,1967,45.7,5.8,519.47
1856,IND,1968,46.4,5.7,530.8898
1857,IND,1969,47.0,5.6,542.7511
1858,IND,1970,47.7,5.6,555.0637
1859,IND,1971,48.4,5.5,567.6116
1860,IND,1972,49.1,5.4,580.5688
1861,IND,1973,49.8,5.4,593.9493
1862,IND,1974,50.4,5.3,607.7719
1863,IND,1975,51.1,5.2,622.0544
1864,IND,1976,51.7,5.1,636.6017
1865,IND,1977,52.3,5.0,651.5868
1866,IND,1978,52.8,5.0,666.9718
1867,IND,1979,53.4,4.9,682.699
1868,IND,1980,53.9,4.8,698.7208
1869,IND,1981,54.3,4.8,714.7706
1870,IND,1982,54.7,4.7,731.0479
1871,IND,1983,55.1,4.6,747.5671
1872,IND,1984,55.5,4.6,764.3536
1873,IND,1985,55.9,4.5,781.4219
1874,IND,1986,56.2,4.4,798.4903
1875,IND,1987,56.6,4.3,815.7924
1876,IND,1988,57.0,4.2,833.2754
1877,IND,1989,57.5,4.1,850.8645
1878,IND,1990,58.0,4.0,868.8907
1879,IND,1991,58.4,4.0,886.3487
1880,IND,1992,59.0,3.9,903.7496
1881,IND,1993,59.5,3.8,921.1076
1882,IND,1994,60.0,3.7,938.4526
1883,IND,1995,60.5,3.7,955.8044
1884,IND,1996,60.9,3.6,973.1476
1885,IND,1997,61.4,3.5,990.4601
1886,IND,1998,61.8,3.4,1007.747
1887,IND,1999,62.2,3.4,1025.015
1888,IND,2000,62.7,3.3,1042.262
1889,IND,2001,63.0,3.2,1059.501
1890,IND,2002,63.4,3.2,1076.7060000000001
1891,IND,2003,63.8,3.1,1093.787
1892,IND,2004,64.2,3.0,1110.626
1893,IND,2005,64.5,3.0,1127.144
1894,IND,2006,64.9,2.9,1143.289
1895,IND,2007,65.3,2.8,1159.095
1896,IND,2008,65.7,2.7,1174.662
1897,IND,2009,66.1,2.7,1190.138
1898,IND,2010,66.5,2.6,1205.625
1899,IND,2011,66.9,2.5,1221.156
1900,IND,2012,67.3,2.5,1236.687
1901,IND,2013,67.7,2.4,1252.14
1902,IDN,1960,48.7,5.7,88.70761999999999
1903,IDN,1961,49.3,5.7,90.85668000000001
1904,IDN,1962,49.9,5.6,93.08653000000001
1905,IDN,1963,50.5,5.6,95.40449
1906,IDN,1964,51.1,5.6,97.82113000000001
1907,IDN,1965,51.7,5.6,100.3432
1908,IDN,1966,52.3,5.6,102.9184
1909,IDN,1967,52.8,5.6,105.5884
1910,IDN,1968,53.4,5.6,108.3459
1911,IDN,1969,54.0,5.5,111.1794
1912,IDN,1970,54.6,5.5,114.0802
1913,IDN,1971,55.1,5.4,116.9891
1914,IDN,1972,55.7,5.3,119.9551
1915,IDN,1973,56.2,5.3,122.9808
1916,IDN,1974,56.7,5.2,126.0701
1917,IDN,1975,57.3,5.0,129.2241
1918,IDN,1976,57.8,4.9,132.3799
1919,IDN,1977,58.3,4.8,135.5849
1920,IDN,1978,58.7,4.7,138.8407
1921,IDN,1979,59.2,4.6,142.1493
1922,IDN,1980,59.6,4.4,145.5103
1923,IDN,1981,60.1,4.3,148.8656
1924,IDN,1982,60.5,4.2,152.2624
1925,IDN,1983,60.9,4.0,155.6807
1926,IDN,1984,61.2,3.9,159.0928
1927,IDN,1985,61.6,3.7,162.4787
1928,IDN,1986,61.9,3.6,165.7661
1929,IDN,1987,62.3,3.5,169.0188
1930,IDN,1988,62.6,3.3,172.2445
1931,IDN,1989,62.9,3.2,175.4543
1932,IDN,1990,63.3,3.1,178.6332
1933,IDN,1991,63.7,3.0,181.7863
1934,IDN,1992,64.0,2.9,184.9168
1935,IDN,1993,64.4,2.8,188.0193
1936,IDN,1994,64.7,2.8,191.0857
1937,IDN,1995,65.0,2.7,194.1126
1938,IDN,1996,65.3,2.6,197.0979
1939,IDN,1997,65.6,2.6,200.0504
1940,IDN,1998,65.9,2.5,202.9909
1941,IDN,1999,66.1,2.5,205.9468
1942,IDN,2000,66.3,2.5,208.9387
1943,IDN,2001,66.5,2.5,211.9704
1944,IDN,2002,66.7,2.5,215.0383
1945,IDN,2003,66.8,2.5,218.1456
1946,IDN,2004,67.0,2.5,221.2938
1947,IDN,2005,67.2,2.5,224.4809
1948,IDN,2006,67.4,2.5,227.7098
1949,IDN,2007,67.6,2.5,230.9728
1950,IDN,2008,67.8,2.5,234.2435
1951,IDN,2009,68.0,2.5,237.4869
1952,IDN,2010,68.2,2.5,240.6765
1953,IDN,2011,68.4,2.5,243.8016
1954,IDN,2012,68.6,2.5,246.8642
1955,IDN,2013,68.8,2.4,249.8656
1956,ZAF,1991,62.4,3.5,36.199
1957,ZAF,1992,62.4,3.4,36.992
1958,ZAF,1993,62.3,3.3,37.802
1959,ZAF,1994,62.0,3.2,38.631
1960,ZAF,1995,61.5,3.1,39.477
1961,ZAF,1996,60.7,3.0,40.342
1962,ZAF,1997,59.7,3.0,41.227
1963,ZAF,1998,58.5,2.9,42.131
1964,ZAF,1999,57.2,2.9,43.053999999999995
1965,ZAF,2000,55.9,2.8,43.69
1966,ZAF,2001,54.6,2.8,44.56
1967,ZAF,2002,53.5,2.8,45.545
1968,ZAF,2003,52.6,2.7,46.126999999999995
1969,ZAF,2004,51.9,2.7,46.727
1970,ZAF,2005,51.6,2.7,47.35
1971,ZAF,2006,51.6,2.7,47.99100000000001
1972,ZAF,2007,52.0,2.6,48.658
1973,ZAF,2008,52.7,2.6,49.345
1974,ZAF,2009,53.5,2.6,50.055
1975,ZAF,2010,54.4,2.6,50.792
1976,ZAF,2011,55.3,2.6,51.553999999999995
1977,ZAF,2012,56.1,2.6,52.341
1978,ZAF,2013,56.8,2.5,53.158
1979,ZAF,2014,57.2,2.5,54.001999999999995
1980,LVA,2002,70.1,1.3,2.31
1981,LVA,2003,70.5,1.3,2.2880000000000003
1982,LVA,2004,70.8,1.3,2.263
1983,LVA,2005,70.6,1.4,2.239
1984,LVA,2006,70.6,1.5,2.218
1985,LVA,2007,70.8,1.5,2.2
1986,LVA,2008,72.0,1.6,2.177
1987,LVA,2009,72.6,1.5,2.142
1988,LVA,2010,73.0,1.4,2.0980000000000003
1989,LVA,2011,73.7,1.3,2.06
1990,LVA,2012,73.9,1.4,2.0340000000000003
