,location,time,life_expectancy,fertility_rate,pop_mlns
1184,SVK,1978,70.6,2.5,4.890124
1185,SVK,1979,70.9,2.4,4.938972
1186,SVK,1980,70.6,2.3,4.979815
1187,SVK,1981,70.9,2.3,5.0161050000000005
1188,SVK,1982,71.0,2.3,5.055098
1189,SVK,1983,70.7,2.3,5.091971
1190,SVK,1984,71.0,2.3,5.127097
1191,SVK,1985,71.0,2.3,5.161767
1192,SVK,1986,71.2,2.2,5.193837
1193,SVK,1987,71.4,2.1,5.22284
1194,SVK,1988,71.5,2.1,5.250596
1195,SVK,1989,71.3,2.1,5.275941
1196,SVK,1990,71.2,2.1,5.299187
1197,SVK,1991,71.2,2.0,5.303294
1198,SVK,1992,71.6,2.0,5.305016
1199,SVK,1993,72.1,1.9,5.325305
1200,SVK,1994,72.5,1.7,5.346331
1201,SVK,1995,72.5,1.5,5.361998000000001
1202,SVK,1996,72.9,1.5,5.373361
1203,SVK,1997,72.9,1.4,5.383291000000001
1204,SVK,1998,72.8,1.4,5.390516000000001
1205,SVK,1999,73.2,1.3,5.396019
1206,SVK,2000,73.4,1.3,5.388719999999999
1207,SVK,2001,73.6,1.2,5.378867
1208,SVK,2002,73.8,1.2,5.376912
1209,SVK,2003,73.8,1.2,5.373374
1210,SVK,2004,74.2,1.2,5.37228
1211,SVK,2005,74.2,1.3,5.372806
1212,SVK,2006,74.4,1.2,5.373054
1213,SVK,2007,74.5,1.3,5.3746220000000005
1214,SVK,2008,75.0,1.3,5.379232
1215,SVK,2009,75.3,1.4,5.386405
1216,SVK,2010,75.6,1.4,5.391427999999999
1217,SVK,2011,76.1,1.5,5.398384
1218,SVK,2012,76.2,1.3,5.407579
1219,SVK,2013,76.5,1.3,5.4159489999999995
1220,ESP,1960,69.8,2.9,30.256
1221,ESP,1970,72.0,2.9,33.75282
1222,ESP,1975,73.4,2.8,35.687709999999996
1223,ESP,1976,73.7,2.8,36.11804
1224,ESP,1977,74.2,2.7,36.56384
1225,ESP,1978,74.4,2.6,36.971470000000004
1226,ESP,1979,74.9,2.4,37.28901
1227,ESP,1980,75.4,2.2,37.52691
1228,ESP,1981,75.7,2.0,37.76446
1229,ESP,1982,76.3,1.9,37.987109999999994
1230,ESP,1983,76.0,1.8,38.16026
1231,ESP,1984,76.4,1.7,38.32524
1232,ESP,1985,76.4,1.6,38.46702
1233,ESP,1986,76.7,1.6,38.571940000000005
1234,ESP,1987,76.9,1.5,38.682320000000004
1235,ESP,1988,76.9,1.5,38.764309999999995
1236,ESP,1989,77.0,1.4,38.82138
1237,ESP,1990,77.0,1.4,38.86083
1238,ESP,1991,77.1,1.3,38.94162
1239,ESP,1992,77.6,1.3,39.147940000000006
1240,ESP,1993,77.7,1.3,39.35608
1241,ESP,1994,78.1,1.2,39.54735
1242,ESP,1995,78.1,1.2,39.71889
1243,ESP,1996,78.3,1.2,39.88425
1244,ESP,1997,78.8,1.2,40.04997
1245,ESP,1998,78.9,1.2,40.21407
1246,ESP,1999,78.8,1.2,40.36967
1247,ESP,2000,79.3,1.2,40.554390000000005
1248,ESP,2001,79.8,1.2,40.76605
1249,ESP,2002,79.9,1.3,41.42352
1250,ESP,2003,79.7,1.3,42.19623
1251,ESP,2004,80.4,1.3,42.85917
1252,ESP,2005,80.3,1.3,43.66261
1253,ESP,2006,81.1,1.4,44.36052
1254,ESP,2007,81.2,1.4,45.236000000000004
1255,ESP,2008,81.5,1.5,45.98317
1256,ESP,2009,81.9,1.4,46.36755
1257,ESP,2010,82.4,1.4,46.56248
1258,ESP,2011,82.6,1.3,46.736259999999994
1259,ESP,2012,82.5,1.3,46.7664
1260,ESP,2013,83.2,1.3,46.59323
1261,ESP,2014,83.3,1.3,46.46405
1262,SWE,1960,73.1,2.2,7.484656
1263,SWE,1961,73.5,2.2,7.519997
1264,SWE,1962,73.4,2.3,7.561588
1265,SWE,1963,73.6,2.3,7.6043270000000005
1266,SWE,1964,73.8,2.5,7.661353
1267,SWE,1965,73.9,2.4,7.733853
1268,SWE,1966,74.2,2.4,7.807797
1269,SWE,1967,74.2,2.3,7.867931
1270,SWE,1968,74.1,2.1,7.912273
1271,SWE,1969,74.2,1.9,7.968071000000001
1272,SWE,1970,74.8,1.9,8.0428
1273,SWE,1971,74.8,2.0,8.098334
1274,SWE,1972,74.8,1.9,8.122299
1275,SWE,1973,75.0,1.9,8.136312
1276,SWE,1974,75.1,1.9,8.159955
1277,SWE,1975,75.2,1.8,8.192437
1278,SWE,1976,75.1,1.7,8.222285000000001
1279,SWE,1977,75.6,1.6,8.251539999999999
1280,SWE,1978,75.7,1.6,8.275598
1281,SWE,1979,75.7,1.7,8.293677
1282,SWE,1980,75.9,1.7,8.31053
1283,SWE,1981,76.2,1.6,8.320502000000001
1284,SWE,1982,76.5,1.6,8.325263
1285,SWE,1983,76.7,1.6,8.329032000000002
1286,SWE,1984,77.0,1.7,8.336605
1287,SWE,1985,76.8,1.7,8.350386
1288,SWE,1986,77.1,1.8,8.369829
1289,SWE,1987,77.3,1.8,8.397803999999999
1290,SWE,1988,77.1,2.0,8.436488
1291,SWE,1989,77.8,2.0,8.492963
1292,SWE,1990,77.7,2.1,8.558834
1293,SWE,1991,77.9,2.1,8.617375
1294,SWE,1992,78.2,2.1,8.668066
1295,SWE,1993,78.2,2.0,8.718561
1296,SWE,1994,78.9,1.9,8.780745
1297,SWE,1995,79.0,1.7,8.826938
1298,SWE,1996,79.2,1.6,8.840997
1299,SWE,1997,79.4,1.5,8.846062
1300,SWE,1998,79.5,1.5,8.850973
1301,SWE,1999,79.6,1.5,8.857874
1302,SWE,2000,79.7,1.5,8.872109
1303,SWE,2001,79.9,1.6,8.89596
1304,SWE,2002,79.9,1.7,8.924958
1305,SWE,2003,80.3,1.7,8.958229
1306,SWE,2004,80.6,1.8,8.993530999999999
1307,SWE,2005,80.7,1.8,9.029572
1308,SWE,2006,81.0,1.9,9.080504
1309,SWE,2007,81.1,1.9,9.148092
1310,SWE,2008,81.3,1.9,9.219636999999999
1311,SWE,2009,81.5,1.9,9.298513999999999
1312,SWE,2010,81.6,2.0,9.378126
1313,SWE,2011,81.9,1.9,9.449212
1314,SWE,2012,81.8,1.9,9.519374000000001
1315,SWE,2013,82.0,1.9,9.609
1316,CHE,1960,71.4,2.4,5.327827
1317,CHE,1961,71.8,2.5,5.434294
1318,CHE,1962,71.3,2.6,5.573815
1319,CHE,1963,71.3,2.7,5.694247
1320,CHE,1964,72.2,2.7,5.789228
1321,CHE,1965,72.3,2.6,5.856472
1322,CHE,1966,72.5,2.5,5.9180019999999995
1323,CHE,1967,72.8,2.4,5.991785
1324,CHE,1968,72.7,2.3,6.0677129999999995
1325,CHE,1969,72.7,2.2,6.136387
1326,CHE,1970,73.1,2.1,6.1808819999999995
1327,CHE,1971,73.3,2.0,6.213405000000001
1328,CHE,1972,73.8,1.9,6.260956
1329,CHE,1973,74.1,1.8,6.307348
1330,CHE,1974,74.4,1.7,6.341406
1331,CHE,1975,74.8,1.6,6.338632
1332,CHE,1976,74.9,1.5,6.302505
1333,CHE,1977,75.4,1.5,6.281175
1334,CHE,1978,75.4,1.5,6.281737000000001
1335,CHE,1979,75.7,1.5,6.294364
1336,CHE,1980,75.7,1.6,6.319408999999999
1337,CHE,1981,75.9,1.5,6.3540730000000005
1338,CHE,1982,76.2,1.6,6.391309
1339,CHE,1983,76.2,1.5,6.418774
1340,CHE,1984,76.9,1.5,6.441865
1341,CHE,1985,77.0,1.5,6.470366
1342,CHE,1986,77.1,1.5,6.504125
1343,CHE,1987,77.5,1.5,6.545107
1344,CHE,1988,77.5,1.6,6.593387
1345,CHE,1989,77.7,1.6,6.6469119999999995
1346,CHE,1990,77.5,1.6,6.712273
1347,CHE,1991,77.8,1.6,6.7999789999999996
1348,CHE,1992,78.0,1.6,6.875364
1349,CHE,1993,78.4,1.5,6.9382649999999995
1350,CHE,1994,78.6,1.5,6.9937949999999995
1351,CHE,1995,78.7,1.5,7.040686999999999
1352,CHE,1996,79.1,1.5,7.071851
1353,CHE,1997,79.3,1.5,7.088906
1354,CHE,1998,79.6,1.5,7.110002000000001
1355,CHE,1999,79.8,1.5,7.143991000000001
1356,CHE,2000,79.9,1.5,7.18425
1357,CHE,2001,80.4,1.4,7.226647
1358,CHE,2002,80.6,1.4,7.2847539999999995
1359,CHE,2003,80.6,1.4,7.3389999999999995
1360,CHE,2004,81.2,1.4,7.389625
1361,CHE,2005,81.4,1.4,7.4371149999999995
1362,CHE,2006,81.7,1.4,7.483934
1363,CHE,2007,82.0,1.5,7.551117
1364,CHE,2008,82.2,1.5,7.647675
1365,CHE,2009,82.3,1.5,7.743831
1366,CHE,2010,82.6,1.5,7.82797
1367,CHE,2011,82.8,1.5,7.912398
1368,CHE,2012,82.8,1.5,7.996861
1369,CHE,2013,82.9,1.5,8.14
1370,TUR,1960,48.3,6.4,27.506
1371,TUR,1961,49.0,6.3,28.226999999999997
1372,TUR,1962,49.7,6.3,28.930999999999997
1373,TUR,1963,50.3,6.2,29.651999999999997
1374,TUR,1964,51.0,6.0,30.391
1375,TUR,1965,51.6,5.8,31.149
1376,TUR,1966,52.2,5.7,31.936
1377,TUR,1967,52.9,5.5,32.75
1378,TUR,1968,53.4,5.3,33.586
1379,TUR,1969,53.8,5.2,34.443000000000005
1380,TUR,1970,54.2,5.0,35.321
1381,TUR,1971,54.6,5.0,36.215
1382,TUR,1972,55.0,5.0,37.133
1383,TUR,1973,55.4,5.6,38.073
1384,TUR,1974,55.7,5.5,39.037
1385,TUR,1975,56.1,5.3,40.025999999999996
1386,TUR,1976,56.5,5.2,40.916
1387,TUR,1977,56.9,4.9,41.769
1388,TUR,1978,57.3,5.1,42.641000000000005
1389,TUR,1979,57.7,4.8,43.531000000000006
1390,TUR,1980,58.1,4.6,44.43899999999999
1391,TUR,1981,58.5,4.4,45.54
1392,TUR,1982,58.9,4.2,46.688
1393,TUR,1983,59.7,4.1,47.864
1394,TUR,1984,60.9,3.9,49.07
1395,TUR,1985,62.1,3.8,50.306999999999995
1396,TUR,1986,63.2,3.6,51.48
1397,TUR,1987,64.4,3.4,52.37
1398,TUR,1988,65.2,3.3,53.268
1399,TUR,1989,65.7,3.4,54.192
1400,TUR,1990,67.5,3.1,55.12
1401,TUR,1991,67.8,3.0,56.055
1402,TUR,1992,68.2,2.9,56.986000000000004
1403,TUR,1993,68.5,2.9,57.913000000000004
1404,TUR,1994,68.9,2.8,58.836999999999996
1405,TUR,1995,69.3,2.8,59.756
1406,TUR,1996,69.7,2.7,60.67100000000001
1407,TUR,1997,70.1,2.6,61.582
1408,TUR,1998,70.3,2.6,62.464
1409,TUR,1999,70.7,2.5,63.364
1410,TUR,2000,71.1,2.3,64.26875
1411,TUR,2001,71.5,2.4,65.16633
1412,TUR,2002,71.9,2.2,66.00251
1413,TUR,2003,72.3,2.1,66.79455
1414,TUR,2004,72.7,2.1,67.59873
1415,TUR,2005,73.1,2.1,68.43538000000001
1416,TUR,2006,73.4,2.1,69.29525
1417,TUR,2007,73.7,2.2,70.15811
1418,TUR,2008,73.9,2.2,71.05168
1419,TUR,2009,74.1,2.1,72.0392
1420,TUR,2010,74.3,2.1,73.14215
1421,TUR,2011,74.6,2.0,74.22363
1422,TUR,2012,74.6,2.1,75.17583
1423,TUR,2013,78.0,2.1,76.05462
1424,TUR,2014,78.0,2.2,76.90287
1425,GBR,1960,70.8,2.7,52.373000000000005
1426,GBR,1961,70.7,2.8,52.806999999999995
1427,GBR,1970,71.9,2.4,55.632
1428,GBR,1971,71.9,2.4,55.928000000000004
1429,GBR,1980,73.2,1.9,56.33
1430,GBR,1981,73.8,1.8,56.357
1431,GBR,1982,74.1,1.8,56.291000000000004
1432,GBR,1983,74.3,1.8,56.316
1433,GBR,1984,74.5,1.8,56.409
1434,GBR,1985,74.7,1.8,56.553999999999995
1435,GBR,1986,74.8,1.8,56.684
1436,GBR,1987,75.2,1.8,56.803999999999995
1437,GBR,1988,75.3,1.8,56.916000000000004
1438,GBR,1989,75.4,1.8,57.076
1439,GBR,1990,75.7,1.8,57.236999999999995
1440,GBR,1991,75.9,1.8,57.43899999999999
1441,GBR,1992,76.3,1.8,57.585
1442,GBR,1993,76.2,1.8,57.714
1443,GBR,1994,76.8,1.7,57.861999999999995
1444,GBR,1995,76.7,1.7,58.025
1445,GBR,1996,76.9,1.7,58.163999999999994
1446,GBR,1997,77.2,1.7,58.31399999999999
1447,GBR,1998,77.3,1.7,58.475
1448,GBR,1999,77.5,1.7,58.684
1449,GBR,2000,77.9,1.6,58.886
1450,GBR,2001,78.2,1.6,59.113
1451,GBR,2002,78.3,1.6,58.569630000000004
1452,GBR,2003,78.4,1.7,58.83895
1453,GBR,2004,79.0,1.8,59.149119999999996
1454,GBR,2005,79.2,1.8,59.59104
1455,GBR,2006,79.5,1.8,60.00257
1456,GBR,2007,79.7,1.9,60.48181999999999
1457,GBR,2008,79.8,1.9,60.982380000000006
1458,GBR,2009,80.4,1.9,61.423719999999996
1459,GBR,2010,80.6,1.9,61.914640000000006
1460,GBR,2011,81.0,1.9,62.4352
1461,GBR,2012,81.0,1.9,62.8588
1462,GBR,2013,81.1,1.8,63.23794
1463,GBR,2014,81.4,1.8,63.650009999999995
1464,USA,1960,69.9,3.7,180.6712
1465,USA,1961,70.4,3.6,183.6915
1466,USA,1962,70.2,3.5,186.5377
1467,USA,1963,70.0,3.3,189.2418
1468,USA,1964,70.3,3.2,191.8888
1469,USA,1965,70.3,2.9,194.303
1470,USA,1966,70.3,2.7,196.5603
1471,USA,1967,70.7,2.6,198.7121
1472,USA,1968,70.4,2.5,200.706
1473,USA,1969,70.6,2.5,202.67700000000002
1474,USA,1970,70.9,2.5,205.0522
1475,USA,1971,71.2,2.3,207.6607
1476,USA,1972,71.3,2.0,209.896
1477,USA,1973,71.5,1.9,211.9088
1478,USA,1974,72.1,1.8,213.8539
1479,USA,1975,72.7,1.8,215.9732
1480,USA,1976,73.0,1.7,218.0352
1481,USA,1977,73.4,1.8,220.2394
1482,USA,1978,73.5,1.8,222.5845
1483,USA,1979,73.9,1.8,225.0555
1484,USA,1980,73.7,1.8,227.2247
1485,USA,1981,74.1,1.8,229.4657
1486,USA,1982,74.5,1.8,231.6645
1487,USA,1983,74.6,1.8,233.792
1488,USA,1984,74.7,1.8,235.8249
1489,USA,1985,74.7,1.8,237.9238
1490,USA,1986,74.7,1.8,240.1329
1491,USA,1987,74.9,1.9,242.2889
1492,USA,1988,74.9,1.9,244.49900000000002
1493,USA,1989,75.1,2.0,246.8192
1494,USA,1990,75.3,2.1,249.6228
1495,USA,1991,75.5,2.1,252.9809
1496,USA,1992,75.7,2.0,256.5142
1497,USA,1993,75.5,2.0,259.9186
1498,USA,1994,75.7,2.0,263.1258
1499,USA,1995,75.7,2.0,266.2784
1500,USA,1996,76.1,2.0,269.3943
1501,USA,1997,76.5,2.0,272.6469
1502,USA,1998,76.7,2.0,275.8541
1503,USA,1999,76.7,2.0,279.0402
1504,USA,2000,76.7,2.1,282.1624
1505,USA,2001,76.9,2.0,284.969
1506,USA,2002,77.0,2.0,287.6252
1507,USA,2003,77.1,2.0,290.1079
1508,USA,2004,77.6,2.0,292.8053
1509,USA,2005,77.6,2.1,295.5166
1510,USA,2006,77.8,2.1,298.3799
1511,USA,2007,78.1,2.1,301.2312
1512,USA,2008,78.1,2.1,304.094
1513,USA,2009,78.5,2.0,306.7715
1514,USA,2010,78.6,1.9,309.3471
1515,USA,2011,78.7,1.9,311.7216
1516,USA,2012,78.8,1.9,314.1121
1517,USA,2013,78.8,1.9,316.498
1518,USA,2014,78.9,1.9,318.857
1519,BRA,1960,54.3,6.1,69.717
1520,BRA,1961,54.8,6.0,71.818
1521,BRA,1962,55.3,6.0,73.969
1522,BRA,1963,55.8,5.9,76.169
1523,BRA,1964,56.3,5.8,78.414
1524,BRA,1965,56.8,5.7,80.703
1525,BRA,1966,57.3,5.6,83.03299999999999
1526,BRA,1967,57.8,5.5,85.402
1527,BRA,1968,58.3,5.3,87.807
1528,BRA,1969,58.8,5.2,90.24600000000001
1529,BRA,1970,59.2,5.0,92.71600000000001
1530,BRA,1971,59.6,4.9,95.215
1531,BRA,1972,60.0,4.8,97.741
1532,BRA,1973,60.3,4.6,100.291
1533,BRA,1974,60.6,4.6,102.861
1534,BRA,1975,60.9,4.5,105.45
1535,BRA,1976,61.1,4.4,108.054
1536,BRA,1977,61.3,4.3,110.671
1537,BRA,1978,61.6,4.2,113.29700000000001
1538,BRA,1979,61.8,4.2,115.929
1539,BRA,1980,62.1,4.1,118.5625
1540,BRA,1981,62.4,4.0,121.3813
1541,BRA,1982,62.7,3.9,124.2508
1542,BRA,1983,63.0,3.7,127.1404
1543,BRA,1984,63.3,3.6,130.0825
1544,BRA,1985,63.6,3.5,132.9993
1545,BRA,1986,64.0,3.4,135.8143
1546,BRA,1987,64.3,3.2,138.5859
1547,BRA,1988,64.7,3.1,141.313
1548,BRA,1989,65.1,3.0,143.9973
1549,BRA,1990,65.4,2.9,146.5926
1550,BRA,1991,65.8,2.8,149.0943
1551,BRA,1992,66.3,2.8,151.5468
1552,BRA,1993,66.7,2.7,153.9856
1553,BRA,1994,67.2,2.6,156.431
1554,BRA,1995,67.7,2.6,158.875
1555,BRA,1996,68.2,2.5,161.3232
1556,BRA,1997,68.7,2.5,163.7798
1557,BRA,1998,69.2,2.4,166.2521
1558,BRA,1999,69.7,2.4,168.7535
1559,BRA,2000,70.1,2.3,171.2799
1560,BRA,2001,70.6,2.2,172.7424
1561,BRA,2002,70.9,2.2,175.0766
1562,BRA,2003,71.3,2.1,177.3603
1563,BRA,2004,71.6,2.0,183.4393
1564,BRA,2005,71.9,2.0,185.6514
1565,BRA,2006,72.2,1.9,187.8518
1566,BRA,2007,72.5,1.9,189.9539
1567,BRA,2008,72.8,1.9,191.9998
1568,BRA,2009,73.1,1.8,193.9951
1569,BRA,2010,73.4,1.8,193.2526
1570,BRA,2011,73.6,1.8,197.8253
1571,BRA,2012,73.9,1.8,199.6889
1572,BRA,2013,74.2,1.8,201.4671
1573,CHL,1970,62.3,4.0,9.569631
1574,CHL,1990,72.9,2.6,13.17878
1575,CHL,1991,74.0,2.6,13.42201
1576,CHL,1992,74.5,2.6,13.665239999999999
1577,CHL,1993,74.5,2.5,13.908470000000001
1578,CHL,1994,75.0,2.4,14.151710000000001
1579,CHL,1995,74.8,2.4,14.39494
1580,CHL,1996,75.2,2.3,14.5955
1581,CHL,1997,75.7,2.2,14.796079999999998
1582,CHL,1998,75.8,2.2,14.99665
1583,CHL,1999,76.0,2.1,15.19721
1584,CHL,2000,76.8,2.1,15.39778
1585,CHL,2001,76.8,2.0,15.571679999999999
1586,CHL,2002,77.2,1.9,15.668270000000001
1587,CHL,2003,77.2,1.9,15.83784
1588,CHL,2004,77.2,1.9,16.00167
1589,CHL,2005,77.6,1.8,16.16532
1590,CHL,2006,78.0,1.8,16.33217
1591,CHL,2007,77.5,1.9,16.50487
1592,CHL,2008,78.1,1.9,16.68685
1593,CHL,2009,78.2,1.9,16.87677
1594,CHL,2010,78.0,1.9,17.06614
1595,CHL,2011,78.7,1.9,17.25553
1596,CHL,2012,78.7,1.8,17.4448
1597,CHL,2013,79.5,1.8,17.63158
1598,CHL,2014,79.7,1.9,17.81905
1599,COL,1985,67.7,3.4,30.802220000000002
1600,COL,1986,67.9,3.3,31.44
1601,COL,1987,68.0,3.2,32.09697
1602,COL,1988,68.1,3.1,32.767109999999995
1603,COL,1989,68.3,3.1,33.446909999999995
1604,COL,1990,69.4,3.0,34.13002
1605,COL,1995,71.0,2.7,37.47218
1606,COL,2000,72.7,2.4,40.295559999999995
1607,COL,2005,74.1,2.2,42.88859
1608,COL,2010,75.3,2.0,45.50959
1609,EST,1960,68.9,2.0,1.211537
1610,EST,1961,69.2,2.0,1.225076
1611,EST,1962,69.4,2.0,1.241622
1612,EST,1963,69.5,1.9,1.258857
1613,EST,1964,70.3,1.9,1.2770860000000002
1614,EST,1965,70.3,1.9,1.2945659999999999
1615,EST,1966,70.4,1.9,1.3085959999999999
1616,EST,1967,70.6,1.9,1.318946
1617,EST,1968,70.2,2.0,1.331213
1618,EST,1969,69.9,2.1,1.345249
1619,EST,1970,70.0,2.2,1.360076
1620,EST,1971,70.3,2.2,1.376955
1621,EST,1972,70.1,2.1,1.392518
1622,EST,1973,70.4,2.1,1.405951
1623,EST,1974,70.5,2.1,1.418169
1624,EST,1975,69.9,2.0,1.429351
1625,EST,1976,69.5,2.1,1.439576
1626,EST,1977,69.6,2.1,1.4502110000000001
1627,EST,1978,69.4,2.0,1.4601879999999998
1628,EST,1979,69.2,2.0,1.4683329999999999
1629,EST,1980,69.3,2.0,1.477218
1630,EST,1981,69.1,2.1,1.487666
1631,EST,1982,69.7,2.1,1.498414
1632,EST,1983,69.6,2.2,1.508745
1633,EST,1984,69.5,2.2,1.518616
1634,EST,1985,69.6,2.1,1.528781
1635,EST,1986,70.7,2.2,1.54019
1636,EST,1987,70.7,2.3,1.5522200000000002
1637,EST,1988,70.8,2.3,1.561899
1638,EST,1989,70.3,2.2,1.56813
1639,EST,1990,69.8,2.1,1.569174
1640,EST,1991,69.7,1.8,1.561313
1641,EST,1992,69.1,1.7,1.53309
1642,EST,1993,68.2,1.5,1.494127
1643,EST,1994,66.8,1.4,1.462513
1644,EST,1995,67.9,1.4,1.436633
1645,EST,1996,69.9,1.4,1.415594
1646,EST,1997,70.1,1.3,1.399535
1647,EST,1998,69.7,1.3,1.386155
1648,EST,1999,70.6,1.3,1.380619
1649,EST,2000,71.0,1.4,1.3969850000000001
1650,EST,2001,70.9,1.3,1.388115
1651,EST,2002,71.4,1.4,1.37935
1652,EST,2003,71.8,1.4,1.3707200000000002
1653,EST,2004,72.4,1.5,1.36255
1654,EST,2005,72.9,1.5,1.354775
1655,EST,2006,73.1,1.6,1.34681
1656,EST,2007,73.2,1.7,1.3406799999999999
1657,EST,2008,74.2,1.7,1.33709
1658,EST,2009,75.2,1.7,1.334515
1659,EST,2010,75.9,1.7,1.331475
1660,EST,2011,76.4,1.6,1.327439
1661,EST,2012,76.5,1.6,1.3226959999999999
1662,EST,2013,77.3,1.5,1.3179969999999999
1663,EST,2014,77.2,1.5,1.315819
1664,ISR,1971,71.8,3.9,3.0951
1665,ISR,1972,71.5,3.7,3.225
1666,ISR,1973,71.7,3.7,3.3382
1667,ISR,1974,71.7,3.7,3.4216
1668,ISR,1975,72.1,3.7,3.4932
1669,ISR,1976,73.0,3.7,3.5754
1670,ISR,1977,73.0,3.5,3.6532
1671,ISR,1978,73.3,3.3,3.7376
1672,ISR,1979,73.6,3.2,3.8363
1673,ISR,1980,73.9,3.1,3.9217
1674,ISR,1981,74.3,3.1,3.9498
1675,ISR,1982,74.2,3.1,4.0207
1676,ISR,1983,74.5,3.2,4.1061
1677,ISR,1984,74.9,3.1,4.1591
1678,ISR,1985,75.3,3.1,4.2330000000000005
1679,ISR,1986,75.0,3.1,4.2988
1680,ISR,1987,75.3,3.1,4.3689
1681,ISR,1988,75.7,3.1,4.4417
1682,ISR,1989,76.4,3.0,4.5182
1683,ISR,1990,76.7,3.0,4.6602
1684,ISR,1991,76.8,2.9,4.9491
1685,ISR,1992,76.6,2.9,5.1235
1686,ISR,1993,77.2,2.9,5.2614
1687,ISR,1994,77.5,2.9,5.3993
1688,ISR,1995,77.5,2.9,5.5449
1689,ISR,1996,78.2,2.9,5.6851
1690,ISR,1997,78.1,2.9,5.8289
1691,ISR,1998,78.2,3.0,5.9707
1692,ISR,1999,78.5,2.9,6.1253
1693,ISR,2000,78.8,3.0,6.2892
1694,ISR,2001,79.3,2.9,6.439
1695,ISR,2002,79.5,2.9,6.57
1696,ISR,2003,79.7,3.0,6.6897
1697,ISR,2004,80.2,2.9,6.809
1698,ISR,2005,80.2,2.8,6.9301
1699,ISR,2006,80.6,2.9,7.0537
1700,ISR,2007,80.6,2.9,7.1801
1701,ISR,2008,81.0,3.0,7.3088
1702,ISR,2009,81.5,3.0,7.4856
1703,ISR,2010,81.7,3.0,7.6236
1704,ISR,2011,81.7,3.0,7.7658
1705,ISR,2012,81.8,3.1,7.9105
1706,ISR,2013,82.1,3.0,8.059
1707,RUS,1960,66.2,2.5,119.9057
1708,RUS,1961,66.7,2.5,121.469
1709,RUS,1962,67.1,2.4,122.9705
1710,RUS,1963,67.4,2.3,124.3766
1711,RUS,1964,67.7,2.2,125.6448
1712,RUS,1965,67.8,2.1,126.7491
1713,RUS,1966,67.9,2.1,127.6746
1714,RUS,1967,68.0,2.0,128.4414
1715,RUS,1968,68.0,2.0,129.10299999999998
1716,RUS,1969,68.0,2.0,129.7342
1717,RUS,1970,68.3,2.0,130.3918
1718,RUS,1971,68.5,2.0,131.0955
1719,RUS,1972,68.4,2.1,131.838
1720,RUS,1973,68.4,2.0,132.6161
1721,RUS,1974,68.5,2.0,133.4172
1722,RUS,1975,67.9,2.0,134.2325
1723,RUS,1976,67.6,2.0,135.0639
1724,RUS,1977,67.5,2.0,135.9192
1725,RUS,1978,67.5,1.9,136.8013
1726,RUS,1979,67.3,1.9,137.7131
1727,RUS,1980,67.2,1.9,138.6554
1728,RUS,1981,67.4,1.9,139.6195
1729,RUS,1982,67.9,2.0,140.5983
1730,RUS,1983,67.8,2.0,141.5939
1731,RUS,1984,67.3,2.1,142.6098
1732,RUS,1985,68.0,2.1,143.033
1733,RUS,1986,69.5,2.1,144.23
1734,RUS,1987,69.6,2.2,145.461
1735,RUS,1988,69.6,2.1,146.494
1736,RUS,1989,69.3,2.0,147.332
1737,RUS,1990,69.0,1.9,147.969
1738,RUS,1991,68.8,1.7,148.394
1739,RUS,1992,67.8,1.5,148.53799999999998
1740,RUS,1993,65.3,1.4,148.459
1741,RUS,1994,64.3,1.4,148.408
1742,RUS,1995,64.9,1.3,148.376
1743,RUS,1996,66.0,1.3,148.16
1744,RUS,1997,66.8,1.2,147.915
1745,RUS,1998,67.2,1.2,147.671
1746,RUS,1999,66.1,1.2,147.215
1747,RUS,2000,65.6,1.2,146.597
1748,RUS,2001,65.5,1.2,145.976
1749,RUS,2002,65.3,1.3,145.306
1750,RUS,2003,65.2,1.3,144.649
1751,RUS,2004,65.6,1.3,144.067
1752,RUS,2005,65.7,1.3,143.519
1753,RUS,2006,66.9,1.3,143.05
1754,RUS,2007,67.7,1.4,142.805
1755,RUS,2008,68.1,1.5,142.74200000000002
1756,RUS,2009,68.8,1.5,142.785
1757,RUS,2010,69.0,1.6,142.849
1758,RUS,2011,69.8,1.6,142.961
1759,RUS,2012,70.2,1.7,143.207
1760,RUS,2013,70.7,1.7,143.507
1761,SVN,1982,71.2,1.9,1.910335
1762,SVN,1983,71.0,1.8,1.922322
1763,SVN,1984,71.4,1.8,1.9321540000000001
1764,SVN,1985,71.9,1.7,1.9416400000000003
1765,SVN,1986,72.4,1.7,1.980718
1766,SVN,1987,72.4,1.6,1.9894619999999998
1767,SVN,1988,73.0,1.6,1.999988
1768,SVN,1989,73.4,1.5,1.9994040000000002
1769,SVN,1990,73.8,1.5,1.9980900000000001
1770,SVN,1991,73.5,1.4,2.001768
1771,SVN,1992,73.6,1.3,1.995832
1772,SVN,1993,73.5,1.3,1.990623
1773,SVN,1994,74.0,1.3,1.98885
1774,SVN,1995,74.7,1.3,1.9875049999999999
1775,SVN,1996,75.1,1.3,1.991169
1776,SVN,1997,75.1,1.3,1.986848
1777,SVN,1998,75.3,1.2,1.982603
1778,SVN,1999,75.7,1.2,1.985557
1779,SVN,2000,76.1,1.3,1.990272
1780,SVN,2001,76.4,1.2,1.9920349999999998
1781,SVN,2002,76.6,1.2,1.995718
1782,SVN,2003,76.4,1.2,1.996773
1783,SVN,2004,77.2,1.3,1.997004
